ID,Gender,EthnicGroup,ParentEduc,,TestPrep,ParentMaritalStatus,PracticeSport,WklyStudyHours,MathScore,MathGrade,ReadingScore,ReadingGrade,WritingScore,WritingGrade,OverallGrade
374,female,group D,bachelor's degree,,none,married,sometimes,> 10,60,D,71,C,74,C,D
376,female,group D,some high school,,none,single,sometimes,> 10,82,B,91,A,83,B,B
377,female,group D,master's degree,,completed,single,sometimes,10-May,85,B,95,A,100,A,A
378,female,group A,some high school,,none,single,sometimes,> 10,73,C,84,B,78,C,C
379,male,group A,bachelor's degree,,none,married,regularly,10-May,67,D,64,D,63,D,D
380,female,group B,associate's degree,,none,single,sometimes,10-May,80,B,86,B,83,B,B
381,male,group C,associate's degree,,completed,divorced,sometimes,< 5,84,B,98,A,93,A,A
382,male,group C,master's degree,,none,married,sometimes,10-May,79,C,82,B,73,C,C
383,female,group E,some high school,,none,divorced,regularly,> 10,40,F,50,F,47,F,F
384,female,group A,some high school,,none,divorced,never,10-May,35,F,41,F,40,F,F
385,female,group E,some college,,none,divorced,regularly,10-May,69,D,77,C,76,C,C
386,female,group E,bachelor's degree,,none,single,sometimes,< 5,62,D,71,C,68,D,D
387,female,group C,,,none,widowed,regularly,10-May,58,E,79,C,68,D,D
388,female,group D,high school,,none,single,sometimes,10-May,62,D,64,D,64,D,D
389,male,group D,master's degree,,none,married,sometimes,< 5,71,C,70,C,75,C,C
390,male,group E,some high school,,completed,single,regularly,10-May,75,C,68,D,60,D,D
391,female,group D,some college,,none,single,sometimes,< 5,74,C,66,D,75,C,C
392,male,group E,some college,,none,married,sometimes,> 10,78,C,68,D,68,D,C
393,male,group C,associate's degree,,completed,divorced,regularly,> 10,60,D,55,E,58,E,F
394,female,group C,some high school,,completed,single,sometimes,10-May,65,D,74,C,77,C,C
396,female,group B,high school,,none,married,never,10-May,48,F,65,D,61,D,F
398,male,group B,some high school,,none,single,regularly,< 5,73,C,62,D,57,E,D
399,male,group D,some high school,,none,single,never,< 5,56,E,57,E,51,F,F
400,female,group C,some high school,,completed,married,regularly,10-May,60,D,54,F,68,D,D
401,male,group A,some college,,,married,sometimes,,53,F,43,F,43,F,F
402,female,group A,some college,,none,married,regularly,> 10,51,F,66,D,57,E,F
403,female,group D,high school,,completed,single,sometimes,10-May,88,B,99,A,100,A,A
404,female,group C,high school,,none,single,regularly,10-May,55,E,59,E,63,D,F
405,female,group C,some high school,,none,married,regularly,< 5,62,D,72,C,68,D,D
406,male,group B,associate's degree,,completed,married,regularly,> 10,68,D,66,D,65,D,D
407,female,group B,associate's degree,,,married,regularly,10-May,84,B,81,B,78,C,B
408,female,group D,high school,,completed,divorced,sometimes,10-May,52,F,57,E,56,E,F
409,male,group D,associate's degree,,completed,widowed,never,> 10,86,B,83,B,84,B,B
410,female,group D,master's degree,,completed,,regularly,10-May,72,C,73,C,78,C,C
411,male,,some college,,completed,widowed,regularly,10-May,86,B,84,B,79,C,B
412,male,group D,associate's degree,,none,married,sometimes,,71,C,66,D,60,D,D
414,female,group C,,,,married,regularly,10-May,52,F,73,C,80,B,D
415,male,group E,high school,,none,single,regularly,10-May,86,B,74,C,70,C,C
416,male,group C,bachelor's degree,,completed,married,sometimes,< 5,68,D,72,C,66,D,D
417,male,group C,associate's degree,,none,married,sometimes,< 5,71,C,71,C,65,D,D
418,male,group D,some college,,none,married,regularly,10-May,70,C,59,E,63,D,D
419,male,group E,high school,,completed,married,sometimes,10-May,57,E,56,E,54,F,F
421,female,group D,high school,,completed,married,regularly,< 5,56,E,57,E,64,D,F
422,female,group D,master's degree,,completed,divorced,never,> 10,47,F,59,E,68,D,F
423,female,group A,some high school,,completed,married,sometimes,< 5,57,E,83,B,78,C,C
424,male,,some college,,none,married,,10-May,41,F,39,F,34,F,F
425,female,,some college,,none,single,sometimes,< 5,60,D,65,D,60,D,D
426,male,group C,bachelor's degree,,none,married,regularly,10-May,88,B,84,B,88,B,B
427,male,group C,some high school,,none,single,regularly,10-May,71,C,72,C,66,D,D
428,male,group A,some high school,,,single,sometimes,,65,D,59,E,53,F,F
429,male,group C,some high school,,none,married,sometimes,> 10,70,C,63,D,55,E,D
430,male,,associate's degree,,none,married,sometimes,< 5,62,D,65,D,57,E,D
431,female,group C,high school,,none,single,sometimes,,61,D,72,C,70,C,D
432,male,group C,high school,,none,single,never,< 5,57,E,54,F,52,F,F
433,female,group A,some high school,,none,divorced,sometimes,< 5,45,F,58,E,49,F,F
434,male,group C,,,none,married,sometimes,> 10,75,C,66,D,67,D,D
435,male,,some college,,completed,married,sometimes,10-May,50,F,48,F,53,F,F
436,male,group D,associate's degree,,none,married,regularly,10-May,77,C,69,D,65,D,C
437,male,group D,,,none,divorced,sometimes,10-May,75,C,66,D,73,C,C
438,male,group C,high school,,,single,regularly,< 5,69,D,55,E,51,F,F
439,male,group D,some high school,,completed,married,sometimes,10-May,89,B,88,B,82,B,B
440,female,group C,,,completed,single,regularly,10-May,69,D,82,B,80,B,C
441,female,group D,high school,,none,married,sometimes,,78,C,81,B,80,B,C
442,female,group A,some high school,,none,married,sometimes,10-May,59,E,73,C,69,D,D
443,female,,associate's degree,,none,,sometimes,< 5,70,C,81,B,74,C,C
444,male,group A,some high school,,none,married,sometimes,10-May,79,C,82,B,73,C,C
445,female,group C,some high school,,completed,divorced,regularly,10-May,69,D,75,C,78,C,C
446,male,group D,some college,,none,,regularly,> 10,73,C,67,D,62,D,D
447,male,group C,high school,,completed,single,regularly,> 10,91,A,83,B,83,B,B
448,male,group B,high school,,none,widowed,regularly,10-May,48,F,46,F,43,F,F
449,male,group B,associate's degree,,none,single,regularly,10-May,83,B,74,C,73,C,C
450,female,group C,some college,,completed,divorced,sometimes,10-May,64,D,85,B,85,B,C
451,female,group E,some college,,none,married,sometimes,10-May,100,A,92,A,97,A,A
452,female,group C,associate's degree,,none,married,regularly,> 10,68,D,79,C,77,C,C
453,male,group C,some college,,none,married,never,> 10,64,D,57,E,48,F,F
454,female,group C,associate's degree,,none,,regularly,10-May,54,F,61,D,63,D,F
455,male,group C,bachelor's degree,,none,married,sometimes,10-May,37,F,56,E,47,F,F
456,female,group D,bachelor's degree,,none,divorced,sometimes,10-May,79,C,89,B,89,B,B
457,male,group D,associate's degree,,none,single,regularly,10-May,54,F,54,F,49,F,F
458,female,group E,bachelor's degree,,none,married,regularly,,100,A,100,A,100,A,A
459,male,group B,high school,,,married,sometimes,10-May,72,C,65,D,68,D,D
460,male,group C,bachelor's degree,,none,married,regularly,< 5,52,F,57,E,55,E,F
461,male,group B,some college,,none,married,sometimes,10-May,54,F,54,F,45,F,F
462,female,group E,some college,,none,divorced,never,10-May,68,D,68,D,74,C,C
463,female,group C,some college,,none,widowed,sometimes,10-May,77,C,90,A,91,A,B
464,male,group A,bachelor's degree,,completed,divorced,sometimes,10-May,75,C,58,E,62,D,D
465,female,group C,some college,,none,married,sometimes,10-May,84,B,87,B,91,A,B
466,female,group D,associate's degree,,none,divorced,sometimes,> 10,26,F,31,F,38,F,F
467,male,group A,high school,,completed,married,regularly,> 10,76,C,69,D,67,D,C
468,female,group A,high school,,completed,single,regularly,10-May,79,C,89,B,87,B,B
469,male,,some college,,none,married,regularly,10-May,93,A,75,C,77,C,B
470,female,group C,associate's degree,,completed,divorced,sometimes,10-May,83,B,85,B,90,A,B
471,female,group C,high school,,,married,regularly,< 5,62,D,68,D,74,C,D
472,female,group C,associate's degree,,completed,married,sometimes,10-May,68,D,86,B,84,B,C
473,female,group D,some high school,,none,married,sometimes,> 10,57,E,66,D,60,D,D
474,female,group B,associate's degree,,,single,sometimes,10-May,90,A,90,A,91,A,A
475,female,group D,bachelor's degree,,completed,,sometimes,> 10,73,C,77,C,84,B,C
476,male,group E,bachelor's degree,,completed,single,sometimes,10-May,76,C,62,D,66,D,D
477,male,group D,,,none,married,sometimes,10-May,80,B,68,D,72,C,C
478,female,group D,master's degree,,none,single,never,10-May,53,F,64,D,70,C,D
479,male,group E,associate's degree,,none,single,sometimes,> 10,78,C,72,C,68,D,C
480,male,group B,high school,,completed,married,sometimes,10-May,73,C,71,C,68,D,C
481,female,group D,associate's degree,,,married,sometimes,10-May,52,F,59,E,56,E,F
482,male,,some college,,none,married,sometimes,> 10,70,C,69,D,62,D,D
483,male,group A,high school,,none,divorced,sometimes,10-May,59,E,52,F,46,F,F
484,female,group B,associate's degree,,none,single,regularly,< 5,48,F,51,F,54,F,F
485,male,group C,high school,,none,married,sometimes,< 5,67,D,72,C,69,D,D
486,male,group D,some college,,none,married,sometimes,10-May,61,D,47,F,56,E,F
487,female,group C,associate's degree,,none,married,sometimes,10-May,60,D,75,C,74,C,D
488,male,group B,some high school,,completed,divorced,regularly,10-May,65,D,53,F,58,E,F
489,male,group A,associate's degree,,completed,,never,10-May,76,C,80,B,79,C,C
490,female,group A,associate's degree,,none,married,regularly,< 5,64,D,84,B,76,C,C
491,female,group C,associate's degree,,,divorced,sometimes,10-May,64,D,64,D,70,C,D
492,female,group C,some college,,none,married,sometimes,10-May,83,B,83,B,90,A,B
493,female,group C,bachelor's degree,,none,married,sometimes,< 5,78,C,86,B,88,B,B
494,female,group B,high school,,none,divorced,regularly,< 5,53,F,63,D,68,D,D
495,male,group D,high school,,completed,divorced,sometimes,10-May,68,D,64,D,66,D,D
496,female,group C,some college,,none,married,regularly,< 5,53,F,47,F,52,F,F
497,female,group D,some college,,completed,,sometimes,10-May,59,E,78,C,76,C,C
499,male,group E,some college,,none,married,sometimes,< 5,73,C,69,D,70,C,C
500,female,group D,master's degree,,none,married,sometimes,10-May,74,C,80,B,84,B,C
501,female,group B,associate's degree,,completed,married,sometimes,< 5,91,A,85,B,90,A,B
502,male,group C,some college,,none,divorced,sometimes,,63,D,61,D,54,F,F
503,female,group E,associate's degree,,completed,married,regularly,> 10,100,A,91,A,96,A,A
504,female,group D,master's degree,,none,single,regularly,10-May,41,F,61,D,57,E,F
505,female,group B,some high school,,none,married,sometimes,< 5,79,C,80,B,78,C,C
506,male,group A,high school,,none,married,regularly,10-May,70,C,71,C,67,D,D
508,male,group C,,,none,single,sometimes,10-May,79,C,78,C,77,C,C
509,female,group C,bachelor's degree,,none,married,regularly,10-May,88,B,93,A,89,B,A
510,male,group D,some college,,none,married,sometimes,10-May,76,C,71,C,73,C,C
511,male,group A,,,none,,sometimes,< 5,62,D,49,F,42,F,F
512,male,group D,some high school,,none,married,regularly,< 5,61,D,48,F,52,F,F
513,female,group B,some high school,,completed,divorced,regularly,10-May,55,E,61,D,63,D,F
514,female,group B,master's degree,,completed,single,sometimes,10-May,77,C,97,A,94,A,B
515,female,group C,some high school,,completed,married,sometimes,10-May,76,C,87,B,85,B,B
516,female,group D,some college,,none,married,sometimes,,74,C,89,B,84,B,B
517,female,group E,some college,,completed,divorced,never,10-May,64,D,72,C,71,C,D
518,female,group D,some high school,,completed,single,regularly,10-May,67,D,79,C,79,C,C
519,female,group B,high school,,completed,married,sometimes,10-May,67,D,78,C,79,C,C
520,male,group D,,,none,married,sometimes,10-May,71,C,49,F,52,F,F
521,female,group C,associate's degree,,none,single,sometimes,10-May,91,A,86,B,84,B,B
522,male,,bachelor's degree,,none,married,sometimes,> 10,71,C,58,E,58,E,D
523,male,group C,master's degree,,,widowed,regularly,10-May,56,E,61,D,52,F,F
524,male,group C,high school,,completed,married,sometimes,,53,F,52,F,49,F,F
525,male,,some college,,none,single,sometimes,> 10,70,C,60,D,60,D,D
526,male,group C,some high school,,completed,single,sometimes,< 5,54,F,60,D,58,E,F
527,female,group C,high school,,none,divorced,sometimes,10-May,36,F,53,F,43,F,F
528,female,group D,bachelor's degree,,none,single,sometimes,< 5,28,F,40,F,46,F,F
529,female,group C,associate's degree,,none,married,never,10-May,60,D,72,C,68,D,D
530,female,group C,associate's degree,,completed,married,,10-May,68,D,67,D,73,C,D
531,female,group C,some high school,,none,married,never,10-May,45,F,53,F,51,F,F
532,male,group E,associate's degree,,completed,single,sometimes,< 5,60,D,60,D,56,E,F
533,female,group E,associate's degree,,completed,married,sometimes,10-May,79,C,88,B,94,A,B
534,male,group B,high school,,completed,married,sometimes,> 10,75,C,70,C,69,D,C
535,female,group C,bachelor's degree,,completed,married,sometimes,10-May,66,D,83,B,83,B,C
536,male,,associate's degree,,completed,single,never,< 5,47,F,58,E,55,E,F
537,female,group D,high school,,none,married,never,10-May,49,F,65,D,60,D,F
538,male,,bachelor's degree,,completed,,sometimes,< 5,82,B,65,D,69,D,C
539,male,group A,associate's degree,,completed,married,sometimes,> 10,99,A,93,A,87,B,A
540,male,group C,high school,,completed,married,sometimes,10-May,75,C,69,D,68,D,C
541,male,,associate's degree,,,single,sometimes,< 5,76,C,80,B,78,C,C
542,female,,associate's degree,,none,divorced,regularly,10-May,83,B,78,C,80,B,B
543,female,group D,associate's degree,,none,single,regularly,> 10,86,B,97,A,93,A,A
544,female,group D,,,none,married,sometimes,10-May,64,D,63,D,66,D,D
545,male,group E,some high school,,completed,married,regularly,10-May,80,B,84,B,82,B,B
546,female,group A,some high school,,completed,married,sometimes,10-May,92,A,100,A,97,A,A
547,male,group C,high school,,completed,divorced,regularly,< 5,71,C,66,D,64,D,D
548,female,group C,high school,,none,married,regularly,< 5,61,D,66,D,64,D,D
549,male,group C,master's degree,,none,married,sometimes,< 5,77,C,72,C,69,D,C
550,male,group C,some high school,,none,,sometimes,< 5,76,C,74,C,63,D,C
551,male,group B,bachelor's degree,,completed,married,regularly,10-May,89,B,91,A,90,A,A
552,female,group B,,,none,married,never,10-May,38,F,47,F,48,F,F
553,male,group D,some college,,none,married,regularly,10-May,79,C,62,D,65,D,D
554,male,group E,associate's degree,,none,divorced,regularly,> 10,56,E,46,F,41,F,F
555,female,group C,some college,,,single,regularly,> 10,33,F,40,F,34,F,F
557,male,group C,master's degree,,none,single,regularly,10-May,63,D,69,D,69,D,D
558,female,group B,associate's degree,,none,single,sometimes,< 5,51,F,68,D,68,D,D
559,male,group D,some high school,,none,married,sometimes,> 10,75,C,66,D,63,D,D
560,female,group D,some college,,completed,divorced,sometimes,,74,C,75,C,79,C,C
561,female,group C,some college,,none,single,regularly,> 10,66,D,76,C,77,C,C
562,male,group C,bachelor's degree,,completed,married,regularly,< 5,95,A,89,B,92,A,A
563,female,group D,some college,,completed,divorced,sometimes,10-May,63,D,80,B,80,B,C
564,male,group B,bachelor's degree,,none,married,sometimes,< 5,46,F,50,F,45,F,F
565,male,group B,associate's degree,,none,divorced,sometimes,< 5,46,F,42,F,44,F,F
566,female,group E,bachelor's degree,,completed,single,never,10-May,89,B,98,A,97,A,A
567,female,group D,master's degree,,completed,married,,10-May,61,D,72,C,80,B,C
568,male,group B,high school,,none,married,regularly,< 5,62,D,47,F,47,F,F
569,male,,bachelor's degree,,none,single,regularly,,70,C,69,D,68,D,D
570,male,group B,,,completed,divorced,regularly,10-May,73,C,76,C,71,C,C
571,male,group A,bachelor's degree,,none,married,never,10-May,88,B,94,A,89,B,A
572,female,group C,some college,,,single,sometimes,> 10,54,F,62,D,57,E,F
573,female,group C,high school,,completed,,sometimes,10-May,50,F,66,D,64,D,D
574,female,,high school,,none,,sometimes,> 10,76,C,82,B,72,C,C
575,male,group A,associate's degree,,,married,sometimes,10-May,40,F,55,E,53,F,F
576,male,group A,some college,,completed,married,sometimes,10-May,61,D,51,F,52,F,F
577,female,group B,high school,,none,married,sometimes,< 5,78,C,89,B,87,B,B
578,female,group B,some college,,completed,single,sometimes,> 10,49,F,56,E,59,E,F
579,female,group D,master's degree,,none,married,regularly,< 5,52,F,60,D,68,D,D
580,female,group D,some high school,,none,married,sometimes,< 5,78,C,95,A,94,A,B
581,female,group E,some high school,,none,divorced,never,10-May,74,C,77,C,78,C,C
582,female,group D,bachelor's degree,,none,widowed,sometimes,10-May,63,D,73,C,78,C,C
583,female,,associate's degree,,completed,single,sometimes,> 10,75,C,76,C,81,B,C
586,female,group A,high school,,none,married,sometimes,10-May,55,E,73,C,73,C,D
587,female,group C,bachelor's degree,,none,married,regularly,< 5,43,F,62,D,62,D,F
588,female,group C,some college,,none,,regularly,< 5,53,F,63,D,65,D,D
